# es_language_admin.txt - this file is for the internationalization of the astGUIclient 
# admin web pages. The associated install.pl file will take the language as an 
# argument and alter the php scripts to the language typed in the command line:
# example: ./install.pl --language=es
# current languages in the file:
# - English - (en) no alterations
# - Spanish - (es) first column
***LANGUAGES***
en-English|es-Español|
 Strength| Fuerza|
A strong registration password should be at least 8 characters in length and have lower case and upper case letters as well as at least one number|Una contraseña segura debe tener registro de al menos 8 caracteres de longitud y tienen minúsculas y mayúsculas, así como al menos un número|
A strong conf file secret should be at least 8 characters in length and have lower case and upper case letters as well as at least one number|Un secreto conf fuerte del archivo debe ser de al menos 8 caracteres de longitud y tienen minúsculas y mayúsculas, así como al menos un número|
A strong user password should be at least 8 characters in length and have lower case and upper case letters as well as at least one number|La contraseña de usuario fuerte debe ser por lo menos 8 caracteres de longitud y tienen minúsculas y mayúsculas, así como el número por lo menos una|
Force Change Password|Forzar cambio de contraseña|
If this option is set to Y then the user will be prompted to change their password the next time they log in to the administration webpage. Default is N|Si esta opción está establecida en Y entonces el usuario se le pedirá que cambie su contraseña la próxima vez que inicie sesión en la página web de la administración. El valor predeterminado es N|
First Login Trigger|Primera sesión de disparo|
This setting allows for the initial configuration of the server screen to be shown to the administrator when they first log into the system|Esta configuración permite la configuración inicial de la pantalla del servidor para ser mostrado al administrador cuando se registre por primera vez en el sistema|
Default Phone Registration Password|Teléfono predeterminado Registro Contraseña|
This is the default registration password used when new phones are added to the system. Default is test|Esta es la contraseña de registro predeterminado que se utiliza cuando los teléfonos nuevos se agregan al sistema. El valor predeterminado es la prueba|
Default Phone Login Password|Teléfono predeterminado Login|
This is the default phone web login password used when new phones are added to the system. Default is test|Este es el teléfono web por defecto la contraseña de inicio de sesión utiliza cuando los teléfonos nuevos se agregan al sistema. El valor predeterminado es la prueba|
Default Server Password|Contraseña por defecto del servidor|
This is the default server password used when new servers are added to the system. Default is test|Esta es la contraseña del servidor predeterminado que se utiliza cuando los servidores se añaden al sistema. El valor predeterminado es la prueba|
CHANGE PASSWORD|CAMBIO DE CONTRASEÑA|
INITIAL INSTALL WELCOME|Instalación inicial BIENVENIDOS|
COPYRIGHT TRADEMARK LICENSE|DERECHOS DE AUTOR licencia de marca|
You are required to change your password before you can continue on to Administration. A strong password has both lower case and upper case letters as well as at least one number. Your password must be from 2 to 20 characters in length and cannot contain any characters that are not letters or numbers|Usted está obligado a cambiar su contraseña antes de poder continuar en la Administración. Una contraseña segura tiene tanto en minúsculas y mayúsculas, así como al menos un número. Su contraseña debe ser de 2 a 20 caracteres de longitud y no puede contener caracteres que no sean letras o números|
Be sure that this password is something that you can remember, because as soon as you make this change you will be prompted to enter your new password to log back in to Administration|Asegúrese de que la contraseña es algo que pueda recordar, porque tan pronto como se realice este cambio se le pedirá que introduzca su nueva contraseña para ingresar de nuevo a la Administración|
Password has not been changed, please try again|La contraseña no ha cambiado, por favor, inténtalo de nuevo|
New Password|Nueva contraseña|
Password has been updated, you may now continue|La contraseña ha sido actualizada, ahora pueden continuar|
Passwords have been updated, you may now continue on into Administration|Las contraseñas se han actualizado, ahora se puede continuar en la Administración|
You may want to start by reading the ViciDial Manager Manual available at|Es posible que desee comenzar a leer el Manual de Administrador de Vicidial disponible en|
there is a free version available|hay una versión disponible gratuitamente|
Be sure that this password is something that you can remember, because as soon as you complete this initial setup screen you will be prompted to enter your new password in again to log back in to Administration|Asegúrese de que la contraseña es algo que pueda recordar, porque tan pronto como se complete esta pantalla de configuración inicial se le pedirá que introduzca su nueva contraseña de nuevo para volver a iniciar sesión en Administración de|
The next three default passwords are defined in the System Settings section, and you can change them after you define them here. It is a good idea to make these passwords strong so that no one can hack into your phone accounts and place phone calls without you knowing. The default registration password used when new phones are added to the system as the SIP or IAX VOIP phone password. The default phone web login password used when new phones are added to the system, as the phone password that an agent would use in the ViciDial Agent Interface. The default server password used when new servers are added to the system for servers to communicate with each other|Los próximos tres contraseñas por defecto se definen en la sección de configuración del sistema, y ​​se pueden cambiar después de que los definen aquí. Es una buena idea hacer estas contraseñas fuertes para que no se puede cortar en sus cuentas de teléfono y hacer llamadas telefónicas sin que usted lo sepa. La contraseña de registro predeterminado que se utiliza cuando los teléfonos nuevos se añaden al sistema como el SIP o IAX contraseña del teléfono VOIP. El teléfono web por defecto la contraseña de inicio de sesión utiliza cuando los teléfonos nuevos se añaden al sistema, como la contraseña del teléfono que un agente se utiliza en la interfaz del agente Vicidial. La contraseña del servidor predeterminado que se utiliza cuando los servidores se añaden al sistema para que los servidores se comunican entre sí|
Passwords have been updated, you may now continue on into Administration|Las contraseñas se han actualizado, ahora se puede continuar en la Administración|
You may want to start by reading the ViciDial Manager Manual available at|Es posible que desee comenzar a leer el Manual de Administrador de Vicidial disponible en|
there is a free version available|hay una versión disponible gratuitamente|
Welcome to ViciDial|Bienvenido a Vicidial|
initial setup screen|pantalla de configuración inicial|
copyright, trademark and license page|los derechos de autor, marca registrada y la licencia de la página|
The ViciDial Call Center Suite is maintained by the|El Call Center Vicidial Suite está mantenido por el|
is a registered trademark of the|es una marca registrada de la|
Here is our|Aquí está nuestra|
trademark use policy|marca la política de uso|
The ViciDial Call Center Suite is released under the|El Call Center Vicidial Suite está publicado bajo la|
open source license|licencia de código abierto|
The ViciDial Call Center Suite software is available for download, and for use, free of cost. You can download the easy to install|El Centro de Vicidial llamada suite de software está disponible para su descarga, y para el uso, libre de costo. Puede descargar el sencillo de instalar|
ViciBox CD ISO version|ViciBox ISO de CD la versión|
or only the|o sólo el|
source code|de código fuente|
Continue on to the Initial Setup|Continúe con la configuración inicial|
Customer 3-Way Hangup Logging|Cliente 3-Way Colgar el registro de|
If this option is ENABLED the user_call_log will log when a customer hangup up if they hang up during a 3-way call. Also, this can allow for the Customer 3-way hangup action if one is defineed below. Default is ENABLED|Si esta opción está activada, el user_call_log registrará cuando un cliente hasta colgar si se cuelga durante una llamada de 3 vías. Además, esto puede permitir que para el cliente de 3 vías de acción de colgar si se defineed a continuación. Valor predeterminado es Activado|
Customer 3-Way Hangup Seconds|Cliente 3-Way Segundos hangup|
If Customer 3-way logging is enabled, this option allows you to define the number of seconds after the customer hangup is detected before it is actually logged and the optional customer 3-way hangup action is executed. Default is 5 seconds|Si el cliente de 3 vías está habilitado el registro, esta opción le permite definir el número de segundos después de colgar los clientes se detecta antes de que realmente se registra y el cliente opcional de 3 vías de acción de colgar se ejecuta. El valor predeterminado es 5 segundos|
Customer 3-Way Hangup Action|Cliente 3-Way Colgar Acción|
If Customer 3-way logging is enabled, this option allows you to have the agent screen automatically hang up on the call and go to the DISPO screen if this option is set to DISPO. Default is NONE|Si el cliente de 3 vías está habilitado el registro, esta opción le permite tener la pantalla del agente de forma automática que cuelgan de la llamada y volver a la pantalla DISPO si esta opción está establecida en DISPO. El valor predeterminado es NINGUNO|
Inbound Report by DID|Informe de entrada DID|
Lists Campaign Status Stats|Lista de Estadísticas de Estado de la campaña|
Add Lead URL|Agregar el URL de plomo|
This web URL address is not seen by the agent, but it is called every time a lead is added to the system through the inbound process. Default is blank. You must begin this URL with VAR if you want to use variables, and of course --A-- and --B-- around the actual variable in the URL where you want to use it. Here is the list of variables that are available for this function|Esta dirección URL de la tela no se ve por el agente, sino que es llamado cada vez que se añade una ventaja al sistema a través del proceso de entrada. El valor predeterminado es en blanco. Usted debe comenzar la siguiente dirección URL con VAR, si desea utilizar las variables y, por supuesto - una - y - B - en torno a la variable real en la dirección URL en la que desea utilizar. Aquí está la lista de variables que están disponibles para esta función|
This utility allows you to upload audio files to the web server so that they can be distributed to all of the ViciDial servers in a multi-server cluster. An important note, only two audio file types will work, .wav files that are PCM Mono 16bit 8k and .gsm files that are 8bit 8k. Please verify that your files are properly formatted before uploading them here|Esta utilidad te permite subir archivos de audio en el servidor web para que puedan ser distribuidos a todos los servidores Vicidial en un clúster de varios servidores. Una nota importante, sólo dos tipos de archivos de audio va a funcionar,. Wav que son 8k PCM mono de 16 bits y archivos. GSM, que son 8k de 8 bits. Por favor, verifique que los archivos tienen el formato correcto antes de subirlos aquí|
We STRONGLY recommend uploading only 16bit Mono 8k PCM WAV audio files|Le recomendamos ENCARECIDAMENTE carga de sólo 16 bits Mono 8k archivos de audio WAV PCM|
Park Music-on-Hold|Parque de la Música-on-Hold|
This is where you can define the on-hold music context for this campaign. Make sure you select a valid music on hold context from the select list and that the context that you have selected has valid files in it. Default is default|Aquí es donde usted puede definir el contexto de la música en espera para esta campaña. Asegúrese de seleccionar una música válida en el contexto de la bodega la lista de selección y que el contexto que ha seleccionado tiene los archivos válidos en el mismo. Por defecto es default|
Park Call IVR|Estacionamiento de llamadas IVR|
This option will allow an agent to park a call with a separate IVR PARK CALL button on their agent interface if this is ENABLED or ENABLED_PARK_ONLY. The ENABLED_PARK_ONLY option will allow the agent to send the call to park but not click to retrieve the call like the ENABLED option. The ENABLED_BUTTON_HIDDEN option allows the function through the API only. Default is DISABLED|Esta opción permite a un agente para aparcar una llamada con un botón de llamada independiente IVR parque en su interfaz de agente, si esta opción está activada o ENABLED_PARK_ONLY. La opción ENABLED_PARK_ONLY permitirá que el agente para enviar la llamada al parque pero no haga clic en para recuperar la llamada como la opción habilitada. La opción ENABLED_BUTTON_HIDDEN permite que la función a través de la API sólo. El valor predeterminado es DISABLED|
Park Call IVR AGI|Estacionamiento de llamadas IVR AGI|
If the Park Call IVR field is not DISABLED, then this field is used as the AGI application string that the customer is sent to. This is a setting that should be set by your administrator if possible|Si el Estacionamiento de llamadas IVR campo no está desactivado, este campo se utiliza como la cadena de aplicación de AGI que el cliente se envía. Este es un ajuste que debe ser fijado por el administrador, si es posible|
Manual Preview Dial|Manual de marcación previa|
This allows the agent in manual dial mode to see the lead information when they click Dial Next Number before they actively dial the phone call. There is an optional link to SKIP the lead and move on to the next one if selected. Default is PREVIEW_AND_SKIP|Esto permite al agente en el modo de marcación manual para ver la información de plomo cuando se haga clic en Marque el siguiente número antes de marcar activamente la llamada telefónica. Hay un enlace opcional a SKIP la iniciativa y pasar a la siguiente si se ha seleccionado. El valor predeterminado es PREVIEW_AND_SKIP|
Estimated Hold Time Minimum Filename|Nombre del archivo estimado Hold tiempo mínimo|
If the Estimated Hold Time is active and it is calculated to be at or below the minimum of 15 seconds, then this prompt file will be played instead of the default announcement. Default is Empty for inactive|Si el tiempo de espera estimado es activo y se calcula que es igual o inferior al mínimo de 15 segundos, y luego el archivo del sistema se jugará en lugar del anuncio de fábrica. El valor predeterminado es Empty de las personas inactivas|
Estimated Hold Time Minimum Prompt No Block|Mínimo Estimado Tiempo de Espera Preguntar no hay un bloque|
If Estimated Hold Time is active and the Estimated Hold Time Minimum Filename field above is filled-in, then this option to allow calls in line behind a call where the prompt is playing to go to an agent if one becomes available while the message is playing. While the prompt is playing to a customer they cannot be sent to an agent. Default is N|Si Tiempo estimado de espera está activa y el tiempo estimado de espera mínima campo Nombre de archivo anterior es rellenado, entonces esta opción para permitir las llamadas en fila detrás de una llamada en donde el indicador está jugando para ir a un agente, si uno está disponible, mientras que el mensaje se está reproduciendo . Mientras que el sistema está jugando a un cliente no puede ser enviado a un agente. El valor predeterminado es N|
Estimated Hold Time Minimum Prompt Seconds|Estimación de Hold segundos de tiempo mínimo Prompt|
This field needs to be set to the number of seconds that the Estimated Hold Time Minimum Filename prompt plays for. Default is 10|Este campo tiene que estar en el número de segundos que el tiempo estimado de retención mínima del sistema Nombre juega. El valor predeterminado es 10|
This field allows you to customize the name of the recording when Campaign recording is ONDEMAND or ALLCALLS. The allowed variables are|Este campo le permite personalizar el nombre de la grabación cuando la campaña es ONDEMAND o ALLCALLS. Las variables permitidas son|
The default is FULLDATE_AGENT and would look like this 20051020-103108_6666. Another example is CAMPAIGN_TINYDATE_CUSTPHONE which would look like this|El valor predeterminado es FULLDATE_AGENT y se vería así-20051020 103108_6666. Otro ejemplo es CAMPAIGN_TINYDATE_CUSTPHONE que se vería así|
Real-Time Agent Time Stats|Estadísticas en tiempo real agente de tiempo|
Setting this to anything but DISABLED will enable the gathering of agent time stats for today for this campaign, that are viewable through the Real-Time report. CALLS are the average calls handled per agent, WAIT is the average agent wait time, CUST is the average customer talk time, ACW is the average After Call Work time, PAUSE is the average pause time. Default is DISABLED|Al establecer este a cualquier cosa, pero está deshabilitado permitirá la recolección de estadísticas de los agentes de hoy para esta campaña, que se pueden ver a través del informe en tiempo real. LLAMADAS son el promedio de llamadas atendidas por agente, de espera es el tiempo promedio de espera agente, Cust es el tiempo medio de conversación al cliente, ACW es el promedio de llamadas Después de un tiempo de trabajo, pausa es el tiempo de pausa media. El valor predeterminado es DISABLED|
Add A Dial Status to Call|Añadir un Estado Marcar para llamar|
Admin Modify Auto-Refresh|Admin modifica Auto-actualización|
This is the refresh interval in seconds of the modify screens in this admin interface. Setting this to 0 will disable it, setting it below 5 will mostly make the modify screens unusable because they will refresh too quickly to change fields. This option is useful in situations where more than one manager is controlling settings on an active campaign or in-group so that the settings are refreshed frequently. Default is 0|Este es el intervalo de actualización en segundos de las pantallas de modificar en esta interfaz de administración. Si se establece en 0, se desactivará, estableciendo que en su mayoría por debajo de 5 hará que las pantallas modifican inutilizables debido a que se actualizará con demasiada rapidez para cambiar de campo. Esta opción es útil en situaciones en las que más de un gerente es el control de la configuración de una campaña activa o en grupo, de modo que los ajustes se actualizan con frecuencia. El valor predeterminado es 0|
Admin No-Cache|Administración de No-Cache|
Setting this to 1 will set all admin pages to web browser no-cache, so every screen has to be reloaded every time it is viewed, even if clicking back on the browser. Default is 0 for disabled|Si se establece en 1 pondrá todas las páginas de administración del navegador de no-cache, por lo que cada pantalla tiene que ser recargada cada vez que se ve, incluso si al hacer clic de nuevo en el navegador. El valor predeterminado es 0 para discapacitados|
Generate Cross-Server Phone Extensions|Generar entre servidores Extensiones de teléfono|
This option if set to 1 will generate dialplan entries for every phone on a multi-server system. Default is 0 for inactive|Esta opción, si se pone a 1 generará entradas dialplan para todos los teléfonos en un sistema multi-servidor. El valor predeterminado es 0 para los inactivos|
QueueMetrics Addmember Enabled|QueueMetrics Addmember Activado|
This option if set to 1 will generate ADDMEMBER2 and REMOVEMEMBER entries in queue_log. Default is 0 for disabled|Esta opción, si se pone a 1 generará ADDMEMBER2 y las entradas REMOVEMEMBER en queue_log. El valor predeterminado es 0 para discapacitados|
Minimum Hopper Level|Mínimo nivel de la tolva|
This is the minimum number of leads the VDhopper script tries to keep in the vicidial_hopper table for this campaign. If running VDhopper script every minute, make this slightly greater than the number of leads you go through in a minute|Este es el número mínimo de lleva el guión VDhopper trata de mantener en la tabla vicidial_hopper para esta campaña. Si al ejecutar el script de VDhopper cada minuto, hacen de esta un poco mayor que el número de conductores que pasan por en un minuto|
Automatic Hopper Level|Nivel de la tolva automática|
Setting this to Y will allow Vicidial to automatically adjust the hopper based off the settings you have in your campaign.  The formula it uses to do this is|Al establecer esta a Y permitirá Vicidial para ajustar automáticamente la tolva de la base de la configuración que tienes en tu campaña. La fórmula que utiliza para hacer esto es|
Automatic Hopper Multiplier|Multiplicador de la tolva automática|
This is multiplier for the Auto Hopper. Setting this less than 1 will cause the Auto Hopper algorithm to load less leads than it normally would.  Setting this greater than 1 will cause the Auto Hopper algorithm to load more leads than it normally would.  Default is 1|Esto es multiplicador de la tolva automática. Al establecer esta a menos de 1 hará que el algoritmo de la tolva automática para cargar menos pistas de lo que haría normalmente. Al establecer esta mayor que 1, hará que el algoritmo de la tolva automática para cargar más clientes potenciales que lo haría normalmente. El valor predeterminado es 1|
Auto Trim Hopper|Auto Trim Hopper|
Setting this to Y will allow Vicidial to automatically remove excess leads from the hopper. Default is Y|Al establecer esta a Y permitirá Vicidial para eliminar automáticamente los cables sobrantes de la tolva. El valor predeterminado es Y|
Manual Dial API|Marcación manual de la API|
This option allows you to set the Agent API to make either one call at a time, STANDARD, or the ability to queue up manual dial calls and have them dial automatically once the agent goes on pause or is available to take their next call with the option to disable the automatic dialing of these calls, QUEUE, or QUEUE_AND_AUTOCALL which is the same as QUEUE but without the option to disable the automatic dialing of these calls. If an agent has more than one call queued up for them they will see the count of how many manual dial calls are in queue right below the Pause button, or Dial Next Number button. We suggest that if QUEUE is used that you send API actions using the preview=YES option so you are not repeatedly dialing calls for the agent without notice. Also, if using QUEUE and heavily using manual dial calls in a non MANUAL dial method, we would recommend setting the Agent Pause After Each Call option to Y. Default is STANDARD|Esta opción le permite definir la API de Agente a hacer ya sea una llamada a la vez, ESTÁNDAR, o la capacidad de la cola de llamadas de marcación manual y tienen que marcar automáticamente una vez que el agente va a hacer una pausa o está disponible para tomar su próxima convocatoria con la opción para desactivar la marcación automática de estas llamadas, cola o QUEUE_AND_AUTOCALL que es lo mismo que cola, pero sin la opción para desactivar la marcación automática de estas llamadas. Si un agente tiene más de una llamada en cola para ellos verán la cuenta de cuántas llamadas marcación manual se encuentran en la cola justo debajo del botón de pausa, o marque el botón número siguiente. Le sugerimos que si la lista se utiliza que envíe las acciones de la API con la vista previa = yes por lo que no están en repetidas ocasiones de marcar las llamadas para el agente sin previo aviso. Asimismo, si utiliza la cola y en gran medida mediante llamadas de marcación manual en un método de marcación manual no, le recomendamos ajustar la pausa después de cada agente de opción de compra para Y. valor predeterminado es Normal|
Manual Call Time Check|Duración de la llamada Manual de Entrada|
If this option is enabled, it will check all manual dial calls to make sure they are within the call time settings set for the campaign. Default is DISABLED|Si esta opción está activada, se comprobarán todas las llamadas de marcado manual para asegurarse de que están dentro de los ajustes de llamada de tiempo establecidos para la campaña. El valor predeterminado es DISABLED|
If you want to change this lead to a scheduled callback, first change the Disposition to CBHOLD, then submit and you will be able to set the callback date and time|Si desea cambiar esta dado lugar a una devolución de llamada programada, primero cambie la disposición de CBHOLD, a continuación, enviar y usted será capaz de establecer la fecha de devolución de llamada y el tiempo|
Web Form Override -</B> This is the custom address that clicking on the WEB FORM button in VICIDIAL will take you to for calls that come in on this list|Anulación Web Form - </ B> Esta es la dirección a medida que al hacer clic en el botón Web Form en VICIDIAL le llevará a las llamadas que entran en en esta lista|
Agent Screen Login|Agente de sesión de pantalla|
The login used for the phone user to login to the client applications, like the ViciDial agent screen|El inicio de sesión para el usuario del teléfono para acceder a las aplicaciones cliente, como la pantalla del agente Vicidial|
Phone Extension|Teléfono de Extensión|
This field is where you put the phones name as it appears to Asterisk not including the protocol or slash at the beginning. For Example: for the SIP phone SIP/test101 the Phone extension would be test101. Also, for IAX2 phones: IAX2/IAXphone1@IAXphone1 would be IAXphone1. For Zap and Dahdi attached channelbank or FXS phones make sure you put the full channel number without the prefix: Zap/25-1 would be 25-1.  Another note, make sure you set the Protocol field below correctly for your type of phone|Este campo es donde se pone el nombre de los teléfonos, ya que parece Asterisk sin incluir el protocolo o barra al principio. Por ejemplo: para el teléfono SIP SIP/test101 la extensión del teléfono sería test101. Además, para IAX2 teléfonos: IAX2/IAXphone1 @ IAXphone1 sería IAXphone1. Para Zap y Dahdi adjunta channelbank o FXS teléfono, asegúrese de poner el número de canal completa, sin el prefijo: Zap/25-1 sería 25-1. Otra nota, asegúrese de que establece el Protocolo sobre el terreno a continuación correctamente para su tipo de teléfono|
STATUSES WITHIN THE ACTIVE LISTS FOR THIS CAMPAIGN|ESTADOS DE ACTIVOS EN LAS LISTAS PARA ESTA CAMPAÑA|
SHOW LEAD STATUSES IN THIS CAMPAIGN|Indican los estados de PLOMO EN ESTA CAMPAÑA|
RELOAD NOW|Actualiza ahora|
refresh|refrescar|
You can also set a label to ---HIDE--- to hide both the label and the field|También puede establecer una etiqueta a --- --- HIDE para ocultar la etiqueta y el campo|
For inbound only, you can also set the stop call time higher than 2400 if you want the call time to go beyond midnight. So if you want your call time to run from 6 am until 2 am the next day, you would put 0600 as the start time and 2600 as the stop time|Por sólo de entrada, también puede ajustar la duración de la llamada parada superior a 2400 si desea que el tiempo de llamada a ir más allá de la medianoche. Así que si usted quiere que su tiempo de llamada para funcionar desde las 6 am hasta las 2 am del día siguiente, se pondría a 0600 como el tiempo de inicio y 2600 como el tiempo de parada|
TOGGLE_OFF will default to not show the dialpad on first load, but will allow the user to show the dialpad by clicking on the dialpad link|TOGGLE_OFF por defecto para no mostrar el teclado de marcación en la primera carga, pero le permitirá al usuario para mostrar el teclado haciendo clic en el enlace de teclado|
Add Multi-Server Phones Form|Añadir Multi-Form Server Móviles|
Phones Bulk Insert|Móviles de inserción masiva|
List Order Randomize|Orden de lista aleatoria|
This option allows you to randomize the order of the leads in the hopper load within the results defined by the criteria set above. For instance, the List Order will be preserved, but the results will be randomized within that sorting. Setting this option to Y will enable this feature. Default is N for disabled. NOTE, if you have a large number of leads this option may slow down the speed of the hopper loading script|Esta opción le permite al azar el orden de los cables en la tolva de carga dentro de los resultados definidos por los criterios establecidos anteriormente. Por ejemplo, el orden del listado se mantendrá, pero los resultados serán escogidos al azar dentro de esa clasificación. Al establecer esta opción a Y se activa esta función. Defecto es n para discapacitados. NOTA, si usted tiene un gran número de lleva esta opción puede ralentizar la velocidad de la secuencia de comandos de carga de la tolva|
NONE will not log any logins and logouts within queue_log|NINGUNO no registrará los inicios de sesión y cierres de sesión dentro de queue_log|
QueueMetrics Dispo Pause Code|QueueMetrics dispo Código Pausa|
This option, if populated, allows you to define whether a dispo pause code is entered into queue_log when an agent is in dispo status. Default is empty for disabled|Esta opción, si se rellena, le permite definir si un código de pausa dispo ha entrado en queue_log cuando un agente se encuentra en estado dispo. El valor predeterminado es vacío para discapacitados|
List Order Secondary|Lista de Secundaria Orden|
This option allows you to select the second sorting order of the leads in the hopper load after the List Order and within the results defined by the criteria set above. For instance, the List Order will be used for the first sort of the leads, but the results will be sorted a second time within that sorting across the same set of the first List Order. For example, if you have List Order set to DOWN COUNT and you only have leads that have been attempted 1 and 2 times, then if you have the List Order Secondary set to LEAD_ASCEND all of the attempt 1 leads will be sorted by the oldest leads first and will be put into the hopper that way. Default is LEAD_ASCEND. NOTE, if you have a large number of leads using one of the CALLTIME options may slow down the speed of the hopper loading script|Esta opción le permite seleccionar el orden de clasificación de segundo de los conductores en la carga de la tolva después de la Orden de la lista y dentro de los resultados definidos por los criterios establecidos anteriormente. Por ejemplo, el orden de lista se utilizará para la primera clase de los cables, pero los resultados se ordenarán una segunda vez en que la clasificación a través de la misma serie de la Orden primera lista. Por ejemplo, si usted tiene la lista de Orden establece que la cuenta regresiva y sólo disponen de guías que se han intentado una y 2 veces, entonces, si usted tiene el conjunto de Orden Lista de Secundaria a LEAD_ASCEND todos los cables de tentativa 1, serán ordenados por los más antiguos cables primero y se puso en la tolva de esa manera. El valor predeterminado es LEAD_ASCEND. NOTA, si usted tiene un gran número de conductores que utilizan una de las opciones CALLTIME puede ralentizar la velocidad de la secuencia de comandos de carga de la tolva|
My Callbacks Checkbox Default|Mi devoluciones de llamada predeterminado casilla de verificación|
This option allows you to pre-set the My Callback checkbox on the agent scheduled callback screen. CHECKED will check the checkbox automatically for every call. Default is UNCHECKED|Esta opción le permite pre-configurar la casilla de verificación Mi Devolución de llamada en la pantalla del agente de devolución de llamada programada. Facturado se marque la casilla de forma automática para cada llamada. El valor predeterminado es NO FACTURADO|
Call Notes Per Call|Llame a notas por llamada|
Setting this option to ENABLED will allow agents to enter in notes for every call they handle in the agent interface. The notes entry field will appear below the Comments field in the agent interface. Also, if the Agent User Group is allowed to view Call Logs then the agent will be able to view past call notes for a lead at any time. Default is DISABLED|Al establecer esta opción en ENABLED permitirá a los agentes para entrar en las notas de cada llamada que manejan en la interfaz de agente. El campo de entrada de notas aparecerá debajo del campo de comentarios en la interfaz de agente. Además, si el Grupo de agente de usuario se pueden ver los registros de llamadas a continuación, el agente será capaz de ver las notas anteriores de llamadas para tomar una ventaja en cualquier momento. El valor predeterminado es DISABLED|
If List Order Randomize is enabled, this option will be ignored|Si la lista de Orden aleatoria está activada, esta opción será ignorada|
ERROR: Lead not added, please go back and look at what you entered|ERROR: El plomo no se añade, por favor, volver atrás y ver lo que ha introducido|
Lead has been added|El plomo se ha añadido|
Add A New Lead|Añadir una nueva pista|
Agent Lead Search Override|Principal agente de búsqueda de anulación|
This setting will override whatever the campaign has set for Agent Lead Search. NOT_ACTIVE will use the campaign setting. ENABLED will allow lead searching and DISABLED will not allow lead searching. Default is NOT_ACTIVE|Este valor prevalecerá sobre lo que la campaña ha creado para la búsqueda del agente principal. NOT_ACTIVE utilizará el ajuste de la campaña. HABILITADO facilitará la búsqueda de plomo y no discapacitados facilitará la búsqueda de plomo. El valor predeterminado es NOT_ACTIVE|
Agent Lead Search|Agente de Búsqueda de plomo|
Setting this option to ENABLED will allow agents to search for leads and view lead information while paused in the agent interface. Also, if the Agent User Group is allowed to view Call Logs then the agent will be able to view past call notes for any lead that they are viewing information on. Default is DISABLED|Al establecer esta opción en ENABLED permitirá a los agentes a buscar pistas y ver la información de plomo durante la pausa en la interfaz de agente. Además, si el Grupo de agente de usuario se pueden ver los registros de llamadas a continuación, el agente será capaz de ver las notas anteriores de llamadas para cualquier iniciativa que se está viendo la información sobre. El valor predeterminado es DISABLED|
Agent Lead Search Method|Plomo Agente Método de búsqueda|
If Agent Lead Search is enabled, this setting defines where the agent will be allowed to search for leads. SYSTEM will search the entire system, CAMPAIGNLISTS will search inside all of the active lists within the campaign, CAMPLISTS_ALL will search inside all of the active and inactive lists within the campaign, LIST will search only within the Manual Dial List ID as defined in the campaign. Default is CAMPLISTS_ALL|Si la búsqueda del agente de plomo está habilitado, este parámetro define el lugar donde el agente se le permitirá la búsqueda de clientes potenciales. Sistema buscará todo el sistema, se CAMPAIGNLISTS buscar dentro de todas las listas de activos dentro de la campaña, se CAMPLISTS_ALL buscar dentro de todas las listas de activos e inactivos dentro de la campaña, LISTA sólo buscará en el Manual de Identificación de Llamada de lista tal como se define en la campaña . El valor predeterminado es CAMPLISTS_ALL|
LEAD SEARCHES FOR THIS TIME PERIOD|PLOMO PARA BÚSQUEDAS Este período de tiempo|
Routing Extension|Extensión de enrutamiento|
This field allows for a custom outbound routing extension. This allows you to use different call handling methods depending upon how you want to route calls through your outbound campaign. Formerly called Campaign VDAD extension|Este campo permite una extensión de enrutamiento de salida personalizado. Esto le permite utilizar diferentes métodos de manejo de llamadas, dependiendo de cómo desea enrutar las llamadas a través de su campaña de salida. Anteriormente conocido como la Campaña de extensión VDAD|
same as|misma|
Will send the call only to an agent on the same server as the call is placed on|Enviará la única llamada a un agente en el mismo servidor que la llamada se pone en|
Used for press-1, broadcast and survey campaigns|Se utiliza para las campañas de prensa-1, de difusión y estudio|
Will try to first send the call to an agent on the local server, then it will look on other servers|Se trata de enviar la primera llamada a un agente en el servidor local, y luego se verá en otros servidores|
DEFAULT - Will send the call to the next available agent no matter what server they are on|DEFAULT - Se envía la llamada al siguiente agente disponible independientemente del servidor en que se encuentran en|
Used for Answering Machine Detection after that, same behavior as|Se utiliza para contestar la detección de la máquina después de eso, mismo comportamiento que|
Used for Answering Machine Detection after that same behavior as|Se utiliza para contestar la detección de la máquina después de que el mismo comportamiento que|
Used for press-1, broadcast and survey campaigns with Cepstral Text-to-speech|Se utiliza para las campañas de prensa-1, de difusión y estudio con Cepstral Texto a voz|
Used for Answering Machine Detection then press-1, broadcast and survey campaigns with Cepstral Text-to-speech|Se utiliza para la detección de la máquina contestadora a continuación, pulse-1, de difusión y estudio de las campañas con Cepstral Texto a voz|
